date,noncomm_short,noncomm_long,open_interest_all,net
2010-08-17,7679,43251,128848,35572
2010-08-24,7448,42255,124185,34807
2010-08-31,9659,54472,130813,44813
2010-09-07,11909,59112,139522,47203
2010-09-14,11905,60696,144798,48791
2010-09-21,12642,62013,146767,49371
2010-09-28,14585,66066,154219,51481
2010-10-05,15198,63681,156096,48483
2010-10-12,14263,59615,153970,45352
2010-10-19,12981,56278,151104,43297
2010-10-26,12509,53018,152980,40509
2010-11-02,12834,52625,158633,39791
2010-11-09,13421,46004,156418,32583
2010-11-16,12139,40243,146693,28104
2010-11-23,9881,40307,147685,30426
2010-11-30,6784,40818,133139,34034
2010-12-07,9637,42606,137675,32969
2010-12-14,9218,39450,130145,30232
2010-12-21,8885,39180,133135,30295
2010-12-28,9420,41539,137918,32119
2011-01-04,10448,40483,136931,30035
2011-01-11,9301,38570,136331,29269
2011-01-18,10357,40010,135675,29653
2011-01-25,10473,38699,125229,28226
2011-02-01,7203,37883,125287,30680
2011-02-08,7852,44915,135797,37063
2011-02-15,9781,50718,147113,40937
2011-02-22,11714,50937,145070,39223
2011-03-01,11848,49750,135802,37902
2011-03-08,11900,50394,133485,38494
2011-03-15,12336,47290,134914,34954
2011-03-22,10777,47552,135988,36775
2011-03-29,10625,47764,138486,37139
2011-04-05,12105,48890,143013,36785
2011-04-12,13583,46305,144670,32722
2011-04-19,14559,48325,144981,33766
2011-04-26,18083,43078,143341,24995
2011-05-03,19397,42751,131907,23354
2011-05-10,10753,34239,123537,23486
2011-05-17,13501,30936,120227,17435
2011-05-24,14171,31754,121395,17583
2011-05-31,11288,28870,120853,17582
2011-06-07,11762,28761,121191,16999
2011-06-14,12674,29261,118846,16587
2011-06-21,11131,30454,120238,19323
2011-06-28,11441,27439,114330,15998
2011-07-05,9296,28131,111251,18835
2011-07-12,9464,29967,112795,20503
2011-07-19,13499,34248,115999,20749
2011-07-26,13445,37358,119563,23913
2011-08-02,13414,38265,120385,24851
2011-08-09,13713,32101,115939,18388
2011-08-16,10769,32697,116007,21928
2011-08-23,11745,38756,122543,27011
2011-08-30,9694,36537,112375,26843
2011-09-06,9978,37185,113449,27207
2011-09-13,10301,36588,112726,26287
2011-09-20,11409,33947,112103,22538
2011-09-27,9728,25153,102014,15425
2011-10-04,11959,23859,101102,11900
2011-10-11,11623,23571,99698,11948
2011-10-18,12653,23005,103357,10352
2011-10-25,12638,23660,107066,11022
2011-11-01,11910,24084,108675,12174
2011-11-08,11474,24414,111841,12940
2011-11-15,11375,25822,110513,14447
2011-11-22,10953,23577,108548,12624
2011-11-29,11722,23816,98959,12094
2011-12-06,10581,23211,95684,12630
2011-12-13,11905,25572,98311,13667
2011-12-20,16874,24302,101165,7428
2011-12-27,17171,24026,103993,6855
2012-01-03,16991,26629,107101,9638
2012-01-10,15137,26208,104345,11071
2012-01-17,12816,26209,103668,13393
2012-01-24,10934,27051,103025,16117
2012-01-31,9374,28465,101747,19091
2012-02-07,8652,32239,106008,23587
2012-02-14,7192,32860,104872,25668
2012-02-21,8154,34819,110583,26665
2012-02-28,8009,38012,115866,30003
2012-03-06,7443,30635,111023,23192
2012-03-13,6643,28459,111730,21816
2012-03-20,7320,28489,111422,21169
2012-03-27,8242,26897,109859,18655
2012-04-03,9187,29242,116434,20055
2012-04-10,9968,28154,114469,18186
2012-04-17,9644,28051,121448,18407
2012-04-24,12442,28913,122325,16471
2012-05-01,11271,26855,110862,15584
2012-05-08,15445,28008,113549,12563
2012-05-15,15777,27251,114208,11474
2012-05-22,17221,28018,113647,10797
2012-05-29,17941,26499,113961,8558
2012-06-05,18015,27809,116809,9794
2012-06-12,17107,26716,122080,9609
2012-06-19,17665,27767,122508,10102
2012-06-26,22140,28362,126164,6222
2012-07-03,18956,28662,122128,9706
2012-07-10,19652,28434,124109,8782
2012-07-17,20775,28431,121819,7656
2012-07-24,22132,30291,123661,8159
2012-07-31,18358,31394,121809,13036
2012-08-07,17741,31421,124276,13680
2012-08-14,16730,32317,128993,15587
2012-08-21,14446,35646,127776,21200
2012-08-28,11070,39708,121777,28638
2012-09-04,9853,42283,119504,32430
2012-09-11,9889,41371,121050,31482
2012-09-18,10650,43205,127032,32555
2012-09-25,10768,44778,133163,34010
2012-10-02,9118,47236,139117,38118
2012-10-09,9573,49398,140426,39825
2012-10-16,8913,49041,141405,40128
2012-10-23,9327,47463,140643,38136
2012-10-30,10565,46782,137585,36217
2012-11-06,10111,44230,139313,34119
2012-11-13,10775,45185,144567,34410
2012-11-20,9347,47308,150335,37961
2012-11-27,9809,51084,150727,41275
2012-12-04,8932,50204,141738,41272
2012-12-11,9048,48548,142085,39500
2012-12-18,8900,44889,141423,35989
2012-12-24,8977,39620,140751,30643
2012-12-31,9104,38291,141489,29187
2013-01-08,9163,37257,137542,28094
2013-01-15,9810,38382,140433,28572
2013-01-22,10189,41282,142279,31093
2013-01-29,8285,43089,148532,34804
2013-02-05,6588,42449,151512,35861
2013-02-12,8133,40205,152817,32072
2013-02-19,12601,39057,155353,26456
2013-02-26,16016,37753,145625,21737
2013-03-05,19846,38449,147100,18603
2013-03-12,20529,38637,148283,18108
2013-03-19,23656,38707,151521,15051
2013-03-26,26144,37548,151568,11404
2013-04-02,30055,38201,155755,8146
2013-04-09,30577,38492,162241,7915
2013-04-16,22103,39701,157302,17598
2013-04-23,23816,38817,158970,15001
2013-04-30,23530,35720,143477,12190
2013-05-07,22183,35834,144156,13651
2013-05-14,24896,35690,144666,10794
2013-05-21,26718,35533,148619,8815
2013-05-28,29468,34059,145299,4591
2013-06-04,29695,35051,145734,5356
2013-06-11,31806,35509,147175,3703
2013-06-18,31570,35474,149891,3904
2013-06-25,33668,34505,140639,837
2013-07-02,31528,36175,136146,4647
2013-07-09,31539,36560,133851,5021
2013-07-16,30140,36775,133445,6635
2013-07-23,29759,35440,131748,5681
2013-07-30,30653,35628,132831,4975
2013-08-06,29160,34627,132053,5467
2013-08-13,24236,36945,135226,12709
2013-08-20,18800,37308,131076,18508
2013-08-27,16767,33147,122271,16380
2013-09-03,15769,34616,115644,18847
2013-09-10,16810,32644,112276,15834
2013-09-17,17083,30889,112757,13806
2013-09-24,16705,29357,112317,12652
2013-10-01,18460,31235,115238,12775
2013-10-08,16881,31887,116098,15006
2013-10-15,18600,33368,116207,14768
2013-10-22,17498,35706,116767,18208
2013-10-29,18225,36674,117934,18449
2013-11-05,17231,36134,118718,18903
2013-11-12,24344,37380,129525,13036
2013-11-19,28555,38586,138809,10031
2013-11-26,32648,39270,133287,6622
2013-12-03,37537,40438,133109,2901
2013-12-10,32598,42551,133086,9953
2013-12-17,30368,41916,133306,11548
2013-12-24,29999,42097,132501,12098
2013-12-31,27402,42083,132475,14681
2014-01-07,23950,41285,131294,17335
2014-01-14,24798,41287,136158,16489
2014-01-21,26466,42334,139468,15868
2014-01-28,30324,40816,144244,10492
2014-02-04,34333,41321,149163,6988
2014-02-11,28645,41279,147988,12634
2014-02-18,16971,40506,147035,23535
2014-02-25,15911,44848,144305,28937
2014-03-04,16388,44297,133550,27909
2014-03-11,17222,43886,136625,26664
2014-03-18,20372,44744,144578,24372
2014-03-25,26487,45500,147597,19013
2014-04-01,29641,44145,150361,14504
2014-04-08,28780,45042,159316,16262
2014-04-15,32858,45957,164158,13099
2014-04-22,31751,45868,157687,14117
2014-04-29,34052,46103,149341,12051
2014-05-06,35393,45772,149495,10379
2014-05-13,35088,46625,149922,11537
2014-05-20,37891,45967,150164,8076
2014-05-27,43038,48126,156319,5088
2014-06-03,49012,49778,161062,766
2014-06-10,44486,48592,161532,4106
2014-06-17,34996,48333,164576,13337
2014-06-24,24830,54160,158093,29330
2014-07-01,20093,60392,156698,40299
2014-07-08,19148,67029,162879,47881
2014-07-15,16629,65907,162447,49278
2014-07-22,16752,64277,162485,47525
2014-07-29,14918,59030,158558,44112
2014-08-05,19802,54165,157578,34363
2014-08-12,24245,53942,158219,29697
2014-08-19,29526,53677,164893,24151
2014-08-26,33021,55545,164262,22524
2014-09-02,39917,59472,162307,19555
2014-09-09,42373,58910,165281,16537
2014-09-16,47624,58536,171260,10912
2014-09-23,46780,55602,170393,8822
2014-09-30,52104,58730,173222,6626
2014-10-07,49584,58526,171283,8942
2014-10-14,50451,58188,169329,7737
2014-10-21,50405,57236,170192,6831
2014-10-28,51537,57469,173733,5932
2014-11-04,51146,58088,176463,6942
2014-11-11,47033,57465,170684,10432
2014-11-18,45077,56831,173075,11754
2014-11-25,37427,52883,156984,15456
2014-12-02,29095,50686,148422,21591
2014-12-09,23670,52129,148195,28459
2014-12-16,26432,52921,150199,26489
2014-12-23,25744,52057,149149,26313
2014-12-30,24104,54126,149594,30022
2015-01-06,22872,54911,152879,32039
2015-01-13,19869,59808,157282,39939
2015-01-20,15929,62203,159904,46274
2015-01-27,12375,65722,162440,53347
2015-02-03,13593,64166,168486,50573
2015-02-10,15170,62034,168146,46864
2015-02-17,19822,61145,175193,41323
2015-02-24,20009,57348,166676,37339
2015-03-03,25135,56342,164018,31207
2015-03-10,31994,57966,169125,25972
2015-03-17,37238,61649,178524,24411
2015-03-24,30209,62332,172659,32123
2015-03-31,22314,65426,170105,43112
2015-04-07,21160,63241,169700,42081
2015-04-14,26872,61417,177877,34545
2015-04-21,36523,60848,182633,24325
2015-04-28,41410,64340,179461,22930
2015-05-05,37760,65383,175694,27623
2015-05-12,35964,65302,174919,29338
2015-05-19,16891,68171,174337,51280
2015-05-26,15611,66592,173629,50981
2015-06-02,16728,63573,178343,46845
2015-06-09,43335,65881,189524,22546
2015-06-16,51643,67315,191774,15672
2015-06-23,58697,74254,200273,15557
2015-06-30,62005,71886,196724,9881
2015-07-07,63993,70786,197092,6793
2015-07-14,56839,66392,185716,9553
2015-07-21,62331,66576,190226,4245
2015-07-28,60829,67125,190322,6296
2015-08-04,58367,66772,185848,8405
2015-08-11,48729,65566,177902,16837
2015-08-18,45501,59535,173545,14034
2015-08-25,43129,58687,167243,15558
2015-09-01,40394,57866,157013,17472
2015-09-08,40020,58761,155615,18741
2015-09-15,46180,60443,158007,14263
2015-09-22,35554,60413,152140,24859
2015-09-29,38453,61556,156905,23103
2015-10-06,28052,68838,156226,40786
2015-10-13,22865,74575,161346,51710
2015-10-20,22151,79449,167574,57298
2015-10-27,19578,82023,169757,62445
2015-11-03,18843,77220,166942,58377
2015-11-10,33314,72304,162435,38990
2015-11-17,47028,72282,170721,25254
2015-11-24,50817,70210,170092,19393
2015-12-01,51019,72909,163286,21890
2015-12-08,49331,70591,162758,21260
2015-12-15,55902,71479,166864,15577
2015-12-22,45193,68584,161116,23391
2015-12-29,47746,68450,165006,20704
2016-01-05,48153,69779,167520,21626
2016-01-12,48772,71255,166172,22483
2016-01-19,39238,68196,159521,28958
2016-01-26,31334,68920,154734,37586
2016-02-02,32097,70685,157934,38588
2016-02-09,25426,78108,164664,52682
2016-02-16,21532,80249,166645,58717
2016-02-23,21262,83189,174697,61927
2016-03-01,23127,78607,162293,55480
2016-03-08,19995,79879,169875,59884
2016-03-15,18533,76606,166180,58073
2016-03-22,19504,82933,175775,63429
2016-03-29,24986,79493,175255,54507
2016-04-05,27931,79942,179913,52011
2016-04-12,25424,87892,184800,62468
2016-04-19,23560,94988,194510,71428
2016-04-26,21001,99774,206748,78773
2016-05-03,24526,100401,198237,75875
2016-05-10,27573,107844,205391,80271
2016-05-17,28786,105988,207394,77202
2016-05-24,31358,97242,203682,65884
2016-05-31,28184,89815,198118,61631
2016-06-07,29635,86676,192376,57041
2016-06-14,27731,97370,199111,69639
2016-06-21,26699,106942,205618,80243
2016-06-28,23894,107555,211396,83661
2016-07-05,25594,111348,211347,85754
2016-07-12,26724,114376,214617,87652
2016-07-19,26449,120839,219206,94390
2016-07-26,27660,123737,218299,96077
2016-08-02,29242,122676,224540,93434
2016-08-09,31101,122165,210647,91064
2016-08-16,33999,118988,205905,84989
2016-08-23,35153,118356,206264,83203
2016-08-30,29876,114230,189416,84354
2016-09-06,30031,118059,199197,88028
2016-09-13,32224,113792,193953,81568
2016-09-20,30932,113567,193501,82635
2016-09-27,32086,116948,201486,84862
2016-10-04,34961,110764,198747,75803
2016-10-11,34634,97527,187469,62893
2016-10-18,34944,94230,189229,59286
2016-10-25,35140,92213,196311,57073
2016-11-01,27097,89233,196912,62136
2016-11-08,24091,89360,188265,65269
2016-11-15,22969,85575,174831,62606
2016-11-22,21668,81835,169661,60167
2016-11-29,20445,79485,156626,59040
2016-12-06,22130,81495,159337,59365
2016-12-13,20107,87040,163556,66933
2016-12-20,22635,83529,159697,60894
2016-12-27,25419,84330,163097,58911
2017-01-03,25530,86821,163812,61291
2017-01-10,23829,88430,165040,64601
2017-01-17,21356,90838,172056,69482
2017-01-24,21298,92319,177601,71021
2017-01-31,20935,96909,186839,75974
2017-02-07,20283,98560,193936,78277
2017-02-14,19953,104765,195338,84812
2017-02-21,20831,108848,208147,88017
2017-02-28,19806,115229,197629,95423
2017-03-07,19984,113437,192398,93453
2017-03-14,19797,102675,186936,82878
2017-03-21,21225,100337,190819,79112
2017-03-28,21509,112197,201829,90688
2017-04-04,25142,126524,219160,101382
2017-04-11,26454,131969,220172,105515
2017-04-18,24491,128378,227984,103887
2017-04-25,27405,121018,214782,93613
2017-05-02,30171,101538,189240,71367
2017-05-09,41327,94982,196083,53655
2017-05-16,57138,100142,215127,43004
2017-05-23,45358,96531,203459,51173
2017-05-30,35154,96568,205235,61414
2017-06-06,35772,101713,208967,65941
2017-06-13,42044,102702,201214,60658
2017-06-20,49319,96000,199929,46681
2017-06-27,58337,93869,204637,35532
2017-07-03,65721,91996,203541,26275
2017-07-11,77169,91174,207592,14005
2017-07-18,81400,90776,209689,9376
2017-07-25,71448,90865,206347,19417
2017-08-01,61500,92259,207258,30759
2017-08-08,57481,91345,195163,33864
2017-08-15,52745,91596,187955,38851
2017-08-22,46759,91305,187227,44546
2017-08-29,39285,92930,182823,53645
2017-09-05,32203,96374,183276,64171
2017-09-12,27256,102243,188207,74987
2017-09-19,31884,99687,192994,67803
2017-09-26,31552,91812,186906,60260
2017-10-03,31918,91097,183494,59179
2017-10-10,33087,92195,188258,59108
2017-10-17,30910,94825,191928,63915
2017-10-24,30293,95413,193899,65120
2017-10-31,35230,95382,198853,60152
2017-11-07,30970,99872,203330,68902
2017-11-14,28897,98070,199899,69173
2017-11-21,30503,98144,199402,67641
2017-11-28,31356,90138,186272,58782
2017-12-05,53479,84905,192970,31426
2017-12-12,67255,77169,202797,9914
2017-12-19,75106,77575,203703,2469
2017-12-26,69365,74013,200321,4648
2018-01-02,52377,75127,192423,22750
2018-01-09,46278,84313,195009,38035
2018-01-16,42654,79866,196511,37212
2018-01-23,47112,76193,199985,29081
2018-01-30,39723,72145,198358,32422
2018-02-06,47189,63729,205470,16540
2018-02-13,56105,64816,194056,8711
2018-02-20,57880,63200,203629,5320
2018-02-27,64531,63023,193343,-1508
2018-03-06,62500,68686,196590,6186
2018-03-13,63760,66707,200094,2947
2018-03-20,76329,63813,216042,-12516
2018-03-27,74443,60786,219518,-13657
2018-04-03,82934,65969,232682,-16965
2018-04-10,79866,65033,227175,-14833
2018-04-17,66696,66609,214297,-87
2018-04-24,55835,67802,201707,11967
2018-05-01,75724,68528,194685,-7196
2018-05-08,72834,72713,195865,-121
2018-05-15,72005,72663,198065,658
2018-05-22,62782,78007,198248,15225
2018-05-29,65613,83066,207610,17453
2018-06-05,65636,85070,211605,19434
2018-06-12,51403,101133,230163,49730
2018-06-19,54421,95323,218814,40902
2018-06-26,59344,93565,218492,34221
2018-07-03,67996,92678,205622,24682
2018-07-10,66899,90598,207701,23699
2018-07-17,78294,87176,212527,8882
2018-07-24,84487,88025,214596,3538
2018-07-31,83752,89616,226512,5864
2018-08-07,88675,93016,235440,4341
2018-08-14,96182,93346,240038,-2836
2018-08-21,98586,91428,244196,-7158
2018-08-28,103138,86540,227329,-16598
2018-09-04,112035,83061,212391,-28974
2018-09-11,108498,81095,208969,-27403
2018-09-18,105540,80024,205469,-25516
2018-09-25,102453,79198,204508,-23255
2018-10-02,93435,75937,200173,-17498
2018-10-09,94385,72135,199853,-22250
2018-10-16,87030,72203,199398,-14827
2018-10-23,80195,75016,199746,-5179
2018-10-30,84523,76053,208976,-8470
2018-11-06,75587,73117,213566,-2470
2018-11-13,91763,74618,224346,-17145
2018-11-20,82374,71646,223049,-10728
2018-11-27,78779,67813,199783,-10966
2018-12-04,69949,69314,179909,-635
2018-12-11,59880,71136,174071,11256
2018-12-18,54192,74023,172860,19831
2018-12-24,51764,77314,173685,25550
2018-12-31,38063,83022,176159,44959
2019-01-08,32763,86786,186506,54023
2019-01-15,33784,85959,191922,52175
2019-01-22,35147,83303,188674,48156
2019-01-29,31791,86074,194895,54283
2019-02-05,32773,89868,207101,57095
2019-02-12,36519,89722,217925,53203
2019-02-19,38866,89135,220822,50269
2019-02-26,32658,90971,206447,58313
2019-03-05,44433,76954,190024,32521
2019-03-12,49101,76183,189768,27082
2019-03-19,51886,75196,189124,23310
2019-03-26,49864,76541,192676,26677
2019-04-02,62210,78993,199592,16783
2019-04-09,59992,76410,208784,16418
2019-04-16,70148,76033,224783,5885
2019-04-23,75999,75889,219113,-110
2019-04-30,74984,77120,196610,2136
2019-05-07,78303,77346,199467,-957
2019-05-14,79751,77542,203788,-2209
2019-05-21,90144,75482,210356,-14662
2019-05-28,96072,73663,217605,-22409
2019-06-04,85096,76653,216145,-8443
2019-06-11,82565,85225,226513,2660
2019-06-18,78759,93275,239466,14516
2019-06-25,67008,97573,229007,30565
2019-07-02,69284,99739,221224,30455
2019-07-09,70929,96080,218493,25151
2019-07-16,63024,100449,229465,37425
2019-07-23,55368,110129,234735,54761
2019-07-30,46985,111282,239059,64297
2019-08-06,56202,106034,239290,49832
2019-08-13,58251,97520,233839,39269
2019-08-20,49273,95987,238086,46714
2019-08-27,43636,103488,239970,59852
2019-09-03,42852,104977,225688,62125
2019-09-10,40182,100413,217433,60231
2019-09-17,38647,94625,212514,55978
2019-09-24,43273,94002,215217,50729
2019-10-01,40152,89967,212266,49815
2019-10-08,39338,90092,213968,50754
2019-10-15,41099,85088,210916,43989
2019-10-22,43004,89747,214529,46743
2019-10-29,41690,95368,221384,53678
2019-11-05,49177,97174,227509,47997
2019-11-12,51963,89327,222122,37364
2019-11-19,45182,89898,221707,44716
2019-11-26,38385,90895,209603,52510
2019-12-03,39014,89241,205807,50227
2019-12-10,44875,85617,202258,40742
2019-12-17,42434,88215,206302,45781
2019-12-24,38608,101030,223046,62422
2019-12-31,36582,106310,229680,69728
2020-01-07,41971,109224,234324,67253
2020-01-14,43389,110762,234639,67373
2020-01-21,40269,109144,233858,68875
2020-01-28,42220,105637,231933,63417
2020-02-04,29275,97078,224936,67803
2020-02-11,28758,96395,221858,67637
2020-02-18,30063,107940,238077,77877
2020-02-25,32697,107490,238970,74793
2020-03-03,34267,82570,196909,48303
2020-03-10,30170,75117,187060,44947
2020-03-17,19247,61215,166682,41968
2020-03-24,19390,53077,150700,33687
2020-03-31,16172,47050,139256,30878
2020-04-07,16754,46471,138974,29717
2020-04-14,17449,48003,143477,30554
2020-04-21,18180,46688,139607,28508
2020-04-28,19515,45020,138349,25505
2020-05-05,21137,44052,132573,22915
2020-05-12,18984,44757,135987,25773
2020-05-19,23463,54391,151890,30928
2020-05-26,24336,61525,158185,37189
2020-06-02,27773,64997,169670,37224
2020-06-09,32295,65660,175240,33365
2020-06-16,30042,66664,174386,36622
2020-06-23,33936,71859,183444,37923
2020-06-30,41145,78746,169418,37601
2020-07-07,42916,80741,169513,37825
2020-07-14,41810,85679,178367,43869
2020-07-21,43255,90010,185745,46755
2020-07-28,47093,74401,184020,27308
2020-08-04,45609,75498,205527,29889
2020-08-11,43860,67428,198069,23568
2020-08-18,44727,71283,194897,26556
2020-08-25,42974,74311,187631,31337
2020-09-01,42874,76346,166449,33472
2020-09-08,39539,73019,158991,33480
2020-09-15,38655,77004,162397,38349
2020-09-22,36062,75009,157908,38947
2020-09-29,33901,74631,157308,40730
2020-10-06,34101,75358,155484,41257
2020-10-13,36132,76920,158203,40788
2020-10-20,32220,76946,157845,44726
2020-10-27,32021,76652,160550,44631
2020-11-03,27175,72516,153267,45341
2020-11-10,26716,72544,155011,45828
2020-11-17,30018,75632,160972,45614
2020-11-24,29091,74771,162092,45680
2020-12-01,29131,77023,152372,47892
2020-12-08,30934,79310,154821,48376
2020-12-15,31177,80689,158268,49512
2020-12-21,33184,90473,171398,57289
2020-12-29,34089,88868,170057,54779
2021-01-05,35226,90777,176005,55551
2021-01-12,35113,87905,170033,52792
2021-01-19,32007,84009,166896,52002
2021-01-26,29984,84444,167880,54460
2021-02-02,29225,80634,179786,51409
2021-02-09,30590,80133,179288,49543
2021-02-16,31824,81648,183544,49824
2021-02-23,31067,78710,172392,47643
2021-03-02,35309,74925,158349,39616
2021-03-09,35296,71445,155425,36149
2021-03-16,37049,70658,159092,33609
2021-03-23,39178,70257,160437,31079
2021-03-30,37532,66502,154987,28970
2021-04-06,34930,67245,154593,32315
2021-04-13,33005,69429,164066,36424
2021-04-20,33486,75167,169420,41681
2021-04-27,33539,76380,172470,42841
2021-05-04,30991,78858,167073,47867
2021-05-11,33554,86397,178250,52843
2021-05-18,35659,86640,181606,50981
2021-05-25,35531,86013,180830,50482
2021-06-01,36883,84400,182312,47517
2021-06-08,33572,83378,184841,49806
2021-06-15,36527,88591,194268,52064
2021-06-22,33970,73841,175703,39871
2021-06-29,30378,71855,157119,41477
2021-07-06,32302,76790,157216,44488
2021-07-13,30558,74247,154699,43689
2021-07-20,32811,70286,151763,37475
2021-07-27,35516,66733,150814,31217
2021-08-03,30053,66192,146196,36139
2021-08-10,39905,64379,154491,24474
2021-08-17,42170,63390,153825,21220
2021-08-24,41450,63311,149847,21861
2021-08-31,40604,62935,140937,22331
2021-09-07,35323,63879,139187,28556
2021-09-14,38151,64827,140540,26676
2021-09-21,51073,66708,145537,15635
2021-09-28,47785,64490,142163,16705
2021-10-05,47578,63957,139763,16379
2021-10-12,45501,63488,139403,17987
2021-10-19,36216,66572,143664,30356
2021-10-26,29145,66677,141581,37532
2021-11-02,31387,64502,141394,33115
2021-11-09,28098,65013,144370,36915
2021-11-16,28319,73944,152404,45625
2021-11-23,28373,68478,149642,40105
2021-11-30,24244,62678,138003,38434
2021-12-07,33097,62930,136572,29833
2021-12-14,41685,63669,142384,21984
2021-12-21,41144,62070,141119,20926
2021-12-28,37415,63873,141246,26458
2022-01-04,34189,65108,139521,30919
2022-01-11,38645,66193,144442,27548
2022-01-18,36285,65985,148737,29700
2022-01-25,31782,63923,151779,32141
2022-02-01,38605,60723,149136,22118
2022-02-08,37606,56905,147379,19299
2022-02-15,33355,56911,156968,23556
2022-02-22,28528,58830,163745,30302
2022-03-01,26287,71235,157391,44948
2022-03-08,24268,76565,168283,52297
2022-03-15,22490,74044,159571,51554
2022-03-22,21332,69279,155456,47947
2022-03-29,17677,65917,147370,48240
2022-04-05,19902,64936,148526,45034
2022-04-12,20370,66356,158813,45986
2022-04-19,22659,69088,170577,46429
2022-04-26,21376,56782,145538,35406
2022-05-03,28696,56764,137692,28068
2022-05-10,40747,59829,142752,19082
2022-05-17,43743,59857,144534,16114
2022-05-24,44645,58748,146456,14103
2022-05-31,41548,55545,147301,13997
2022-06-07,37495,54899,148294,17404
2022-06-14,43211,57216,151978,14005
2022-06-21,36032,54451,145356,18419
2022-06-28,42041,52932,135775,10891
2022-07-05,49702,54841,140463,5139
2022-07-12,51540,54744,142259,3204
2022-07-19,54827,56187,145247,1360
2022-07-26,59171,54671,147784,-4500
2022-08-02,48246,49220,136267,974
2022-08-09,45985,48864,141093,2879
2022-08-16,44343,47851,144314,3508
2022-08-23,53651,49151,144357,-4500
2022-08-30,57739,49468,138714,-8271
2022-09-06,64498,51714,138300,-12784
2022-09-13,58013,53373,135530,-4640
2022-09-20,53963,52323,132107,-1640
2022-09-27,49226,49984,129000,758
2022-10-04,43218,51926,129524,8708
2022-10-11,40550,47939,125623,7389
2022-10-18,50274,51541,136055,1267
2022-10-25,51264,51163,139085,-101
2022-11-01,49762,51286,138875,1524
2022-11-08,40648,53651,140437,13003
2022-11-15,35085,52692,141623,17607
2022-11-22,33774,50540,128907,16766
2022-11-29,30958,48441,121258,17483
2022-12-06,29746,48954,122558,19208
2022-12-13,28586,51405,125555,22819
2022-12-20,26402,56164,129278,29762
2022-12-27,24843,55870,128467,31027
2023-01-03,26867,57801,131990,30934
2023-01-10,27757,56770,129961,29013
2023-01-17,25971,57439,131862,31468
2023-01-24,29911,55595,134922,25684
2023-01-31,27551,54867,138263,27316
2023-02-07,34590,48121,133601,13531
2023-02-14,34522,46028,132132,11506
2023-02-21,35083,44985,123906,9902
2023-02-28,44256,44202,123900,-54
2023-03-07,50685,42903,127503,-7782
2023-03-14,43446,42227,121772,-1219
2023-03-21,37863,41325,119082,3462
2023-03-28,28893,42254,117395,13361
2023-04-04,29044,50327,131210,21283
2023-04-11,31865,55583,142699,23718
2023-04-18,36373,62968,158371,26595
2023-04-25,35542,66145,149692,30603
2023-05-02,36267,68219,142538,31952
2023-05-09,36806,69166,145445,32360
2023-05-16,36625,60440,140139,23815
2023-05-23,34728,56686,135740,21958
2023-05-30,33713,54837,133619,21124
2023-06-06,31674,53149,137871,21475
2023-06-13,31318,55054,153853,23736
2023-06-20,32489,52547,152633,20058
2023-06-27,26931,45983,123491,19052
2023-07-03,28443,46433,114421,17990
2023-07-11,31013,51305,120282,20292
2023-07-18,32558,76420,146863,43862
2023-07-25,35861,72786,146898,36925
2023-08-01,37632,68463,144138,30831
2023-08-08,40457,53781,137631,13324
2023-08-15,42831,50692,138215,7861
2023-08-22,40090,52967,136680,12877
2023-08-29,34611,61744,134993,27133
2023-09-05,30754,57558,128279,26804
2023-09-12,34930,52963,125292,18033
2023-09-19,35468,50699,125749,15231
2023-09-26,31434,51539,126206,20105
2023-10-03,36061,51405,125847,15344
2023-10-10,38038,50337,126971,12299
2023-10-17,31003,50749,123640,19746
2023-10-24,27528,51860,123980,24332
2023-10-31,27814,48025,126549,20211
2023-11-07,28943,47196,131073,18253
2023-11-14,27893,50291,134826,22398
2023-11-21,25920,53372,134333,27452
2023-11-28,28600,62880,139144,34280
2023-12-05,26938,63241,139753,36303
2023-12-12,27226,55684,134281,28458
2023-12-19,22880,52631,127549,29751
2023-12-26,22696,54559,131408,31863
2024-01-02,25064,57634,134725,32570
2024-01-09,26524,52886,131992,26362
2024-01-16,28408,54001,131956,25593
2024-01-23,35384,53121,138617,17737
2024-01-30,31352,52778,136544,21426
2024-02-06,38455,55335,147333,16880
2024-02-13,44360,56785,152544,12425
2024-02-20,35205,57582,146584,22377
2024-02-27,40047,54546,144382,14499
2024-03-05,30570,58885,141026,28315
2024-03-12,26116,67094,144534,40978
2024-03-19,25197,77632,153154,52435
2024-03-26,29885,80721,160327,50836
2024-04-02,30418,83565,166823,53147
2024-04-09,31614,84826,174397,53212
2024-04-16,29056,82415,175784,53359
2024-04-23,26838,86178,175740,59340
2024-04-30,28600,83094,166315,54494
2024-05-07,27998,81650,161868,53652
2024-05-14,28475,87936,171371,59461
2024-05-21,34497,94141,186945,59644
2024-05-28,34547,91730,184846,57183
2024-06-04,32201,88604,179854,56403
2024-06-11,32501,84193,176036,51692
2024-06-18,29958,81859,176605,51901
2024-06-25,25388,81366,166470,55978
2024-07-02,23937,79771,154724,55834
2024-07-09,23295,84351,163245,61056
2024-07-16,24840,85005,166641,60165
2024-07-23,24093,75473,157106,51380
2024-07-30,18355,67416,151437,49061
2024-08-06,15493,64574,147537,49081
2024-08-13,16169,61458,147859,45289
2024-08-20,14606,63930,146986,49324
2024-08-27,13529,65715,141613,52186
2024-09-03,18040,64099,130928,46059
